WorkerId,Input.id,Input.original,Input.simplified,Input.system,Answer.adequacy,Answer.fluency,Answer.simplicity,ref1
7,34,"Days prior to the start of the 2022 FIFA World Cup, Qatar was accused of reportedly having paid actors to play the role of fans at the tournament in order to promote the country.","Days before the 2022 FIFA World Cup began, Qatar was accused of paying people to pretend to be fans, in order to show the world a good impression of their country.",GPT-3-few-shot,82,76,89,"Before the 2022 FIFA World Cup, Qatar was accused of hiring paid actors to act as fans at the tournament to promote the country."
9,40,"On the fifth day of flight, November 20, 2022, at 19:09 UTC, the Orion spacecraft entered the Lunar sphere of influence, thus the Moon's gravitational force became stronger than Earth's relative to the spacecraft.","On November 20, 2022, at 19:09 UTC, the Orion spacecraft entered the Lunar sphere of influence. This meant that the Moon was pulling the spacecraft with more gravitational force than the Earth.",Human 2 Writing,63,100,70,"On the fifth day of flight, the Orion spaceship entered the Lunar sphere of influence. This means that the Moon's gravitational force could influence the spaceship more than the Earth's."
6,40,"On the fifth day of flight, November 20, 2022, at 19:09 UTC, the Orion spacecraft entered the Lunar sphere of influence, thus the Moon's gravitational force became stronger than Earth's relative to the spacecraft.","On November 20, 2022, at 19:09 UTC, the Orion spacecraft entered the Lunar sphere of influence. This meant that the Moon was pulling the spacecraft with more gravitational force than the Earth.",Human 2 Writing,100,100,65,"On the fifth day of flight, the Orion spaceship entered the Lunar sphere of influence. This means that the Moon's gravitational force could influence the spaceship more than the Earth's."
8,40,"On the fifth day of flight, November 20, 2022, at 19:09 UTC, the Orion spacecraft entered the Lunar sphere of influence, thus the Moon's gravitational force became stronger than Earth's relative to the spacecraft.","On November 20, 2022, at 19:09 UTC, the Orion spacecraft entered the Lunar sphere of influence. This meant that the Moon was pulling the spacecraft with more gravitational force than the Earth.",Human 2 Writing,100,100,100,"On the fifth day of flight, the Orion spaceship entered the Lunar sphere of influence. This means that the Moon's gravitational force could influence the spaceship more than the Earth's."
2,6,"Republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although Biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters.","Republicans blamed the increase in violent crime in 2020 and 2021 on Democrats. However, Biden has refused to “defund the police”, a slogan supported by racial justice protesters.",Human 1 Writing,100,85,90,"Republicans blamed the increase in violent crime in 2020 and 2021 on Democrats. However, Biden has refused to “defund the police”, a slogan supported by racial justice protesters."
3,6,"Republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although Biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters.","Republicans blamed the increase in violent crime in 2020 and 2021 on Democrats. However, Biden has refused to “defund the police”, a slogan supported by racial justice protesters.",Human 1 Writing,100,100,95,"Republicans blamed the increase in violent crime in 2020 and 2021 on Democrats. However, Biden has refused to “defund the police”, a slogan supported by racial justice protesters."
7,6,"Republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although Biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters.","Republicans blamed the increase in violent crime in 2020 and 2021 on Democrats. However, Biden has refused to “defund the police”, a slogan supported by racial justice protesters.",Human 1 Writing,73,66,53,"Republicans blamed the increase in violent crime in 2020 and 2021 on Democrats. However, Biden has refused to “defund the police”, a slogan supported by racial justice protesters."
8,32,"The film stars Julie Ledru as Julia, a young woman living in social housing who has a poor relationship with her mother; passionate about the sport of motocross, she tries to gain the opportunity to participate in the sport by posing as a buyer on shopping websites so that she can take bikes out for test rides.","In the movie, Julie Ledru plays Julia, a young woman living in social housing who has a bad relationship with her mother. She is passionate about motocross, so she tries to take bikes for test rides by pretending to be a buyer.",Human 2 Writing,100,100,95,"In this film, Julie Ledru acts as a young woman named Julia. Julia lives in social housing and does not have a good relationship with her mother. She loves the sport of motocross and wants to find a way to take part in it. Hence, she acts as a buyer on shopping websites so that she can take bikes out for test rides."
5,32,"The film stars Julie Ledru as Julia, a young woman living in social housing who has a poor relationship with her mother; passionate about the sport of motocross, she tries to gain the opportunity to participate in the sport by posing as a buyer on shopping websites so that she can take bikes out for test rides.","In the movie, Julie Ledru plays Julia, a young woman living in social housing who has a bad relationship with her mother. She is passionate about motocross, so she tries to take bikes for test rides by pretending to be a buyer.",Human 2 Writing,100,90,100,"In this film, Julie Ledru acts as a young woman named Julia. Julia lives in social housing and does not have a good relationship with her mother. She loves the sport of motocross and wants to find a way to take part in it. Hence, she acts as a buyer on shopping websites so that she can take bikes out for test rides."
1,32,"The film stars Julie Ledru as Julia, a young woman living in social housing who has a poor relationship with her mother; passionate about the sport of motocross, she tries to gain the opportunity to participate in the sport by posing as a buyer on shopping websites so that she can take bikes out for test rides.","In the movie, Julie Ledru plays Julia, a young woman living in social housing who has a bad relationship with her mother. She is passionate about motocross, so she tries to take bikes for test rides by pretending to be a buyer.",Human 2 Writing,100,100,100,"In this film, Julie Ledru acts as a young woman named Julia. Julia lives in social housing and does not have a good relationship with her mother. She loves the sport of motocross and wants to find a way to take part in it. Hence, she acts as a buyer on shopping websites so that she can take bikes out for test rides."
8,4,"Repeatedly besieged during the War of Restoration of Independence, it was during the siege of the city of Elvas, led by the Spanish commander Don Luis de Haro in 1658, that the fort stood out for its defenders' heroic resistance.","The city of Elvas was besieged multiple times during the War of Restoration of Independence, but in 1658 Don Luis de Haro led a particularly memorable siege. The fort was particularly noted for its heroic defenders who successfully defended the area.",GPT-3-zero-shot,100,100,94,"Repeatedly attacked during the War of Restoration of Independence, it was during the attack on the city of Elvas that the fort stood out for its heroic resistance."
3,4,"Repeatedly besieged during the War of Restoration of Independence, it was during the siege of the city of Elvas, led by the Spanish commander Don Luis de Haro in 1658, that the fort stood out for its defenders' heroic resistance.","The city of Elvas was besieged multiple times during the War of Restoration of Independence, but in 1658 Don Luis de Haro led a particularly memorable siege. The fort was particularly noted for its heroic defenders who successfully defended the area.",GPT-3-zero-shot,100,100,87,"Repeatedly attacked during the War of Restoration of Independence, it was during the attack on the city of Elvas that the fort stood out for its heroic resistance."
6,4,"Repeatedly besieged during the War of Restoration of Independence, it was during the siege of the city of Elvas, led by the Spanish commander Don Luis de Haro in 1658, that the fort stood out for its defenders' heroic resistance.","The city of Elvas was besieged multiple times during the War of Restoration of Independence, but in 1658 Don Luis de Haro led a particularly memorable siege. The fort was particularly noted for its heroic defenders who successfully defended the area.",GPT-3-zero-shot,90,100,50,"Repeatedly attacked during the War of Restoration of Independence, it was during the attack on the city of Elvas that the fort stood out for its heroic resistance."
7,8,"Musk stated that Twitter Blue's pricing would be raised to around US$8.00 per-month, and include reduced advertising on the Twitter service, the ability to post longer audio and video files, and verified account status.","Musk said that Twitter Blue would cost around US$8.00 per-month. It includes fewer ads, the ability to upload audio and video of any length, and verified accounts.",GPT-3-few-shot,90,90,95,"Musk said that Twitter Blue's price would increase to around US$8.00 per-month. He said it would  include less advertising on Twitter, the ability to post longer audio and video files, and verified account status."
6,8,"Musk stated that Twitter Blue's pricing would be raised to around US$8.00 per-month, and include reduced advertising on the Twitter service, the ability to post longer audio and video files, and verified account status.","Musk said that Twitter Blue would cost around US$8.00 per-month. It includes fewer ads, the ability to upload audio and video of any length, and verified accounts.",GPT-3-few-shot,100,100,89,"Musk said that Twitter Blue's price would increase to around US$8.00 per-month. He said it would  include less advertising on Twitter, the ability to post longer audio and video files, and verified account status."
2,8,"Musk stated that Twitter Blue's pricing would be raised to around US$8.00 per-month, and include reduced advertising on the Twitter service, the ability to post longer audio and video files, and verified account status.","Musk said that Twitter Blue would cost around US$8.00 per-month. It includes fewer ads, the ability to upload audio and video of any length, and verified accounts.",GPT-3-few-shot,100,100,100,"Musk said that Twitter Blue's price would increase to around US$8.00 per-month. He said it would  include less advertising on Twitter, the ability to post longer audio and video files, and verified account status."
7,51,"Before Bankman-Fried's wealth eroded in November 2022, Bankman-Fried was a major donor to Democratic Party candidates.",Bankman-Fried was a major donor to Democratic Party candidates before they lost money in November 2022.,Human 2 Writing,60,75,76,"Before Bankman-Friend’s money disappeared in November 2022, he donated a lot of money to Democratic Party candidates."
2,51,"Before Bankman-Fried's wealth eroded in November 2022, Bankman-Fried was a major donor to Democratic Party candidates.",Bankman-Fried was a major donor to Democratic Party candidates before they lost money in November 2022.,Human 2 Writing,100,75,100,"Before Bankman-Friend’s money disappeared in November 2022, he donated a lot of money to Democratic Party candidates."
3,51,"Before Bankman-Fried's wealth eroded in November 2022, Bankman-Fried was a major donor to Democratic Party candidates.",Bankman-Fried was a major donor to Democratic Party candidates before they lost money in November 2022.,Human 2 Writing,100,97,88,"Before Bankman-Friend’s money disappeared in November 2022, he donated a lot of money to Democratic Party candidates."
3,11,"The last president to run after leaving office was Theodore Roosevelt, who came in second in the 1912 election as the presidential nominee of the Progressive Party, although Herbert Hoover did briefly seek the Republican presidential nomination at several national conventions subsequent to leaving office in 1933.","The last president to run after leaving office was Theodore Roosevelt, although Herbert Hoover did later seek the Republican presidential nomination in 1933.",Human 2 Writing,100,100,88,The last president who ran after leaving the presidential office was Theador Roosevelt. He came in second in the 1912 election as the representative for the Progressive Party. Herbert Hoover also tried to seek the Republican nomination after leaving office in 1933.
6,11,"The last president to run after leaving office was Theodore Roosevelt, who came in second in the 1912 election as the presidential nominee of the Progressive Party, although Herbert Hoover did briefly seek the Republican presidential nomination at several national conventions subsequent to leaving office in 1933.","The last president to run after leaving office was Theodore Roosevelt, although Herbert Hoover did later seek the Republican presidential nomination in 1933.",Human 2 Writing,50,100,100,The last president who ran after leaving the presidential office was Theador Roosevelt. He came in second in the 1912 election as the representative for the Progressive Party. Herbert Hoover also tried to seek the Republican nomination after leaving office in 1933.
8,11,"The last president to run after leaving office was Theodore Roosevelt, who came in second in the 1912 election as the presidential nominee of the Progressive Party, although Herbert Hoover did briefly seek the Republican presidential nomination at several national conventions subsequent to leaving office in 1933.","The last president to run after leaving office was Theodore Roosevelt, although Herbert Hoover did later seek the Republican presidential nomination in 1933.",Human 2 Writing,80,100,95,The last president who ran after leaving the presidential office was Theador Roosevelt. He came in second in the 1912 election as the representative for the Progressive Party. Herbert Hoover also tried to seek the Republican nomination after leaving office in 1933.
5,43,The Supreme Court of the United Kingdom unanimously denies the Scottish government the right to hold a second referendum on Scottish independence from the United Kingdom without approval from the British government.,The Supreme Court of the UK ruled unanimously that the Scottish government does not have the authority to organize a second Scottish independence referendum without permission from the British government.,GPT-3-zero-shot,90,100,50,"The UK’s Supreme Court will not simply let the Scottish government hold a second election to decide if Scotland will become separate from the UK. To hold such an election, the Scottish government will need the support of the British Government."
4,43,The Supreme Court of the United Kingdom unanimously denies the Scottish government the right to hold a second referendum on Scottish independence from the United Kingdom without approval from the British government.,The Supreme Court of the UK ruled unanimously that the Scottish government does not have the authority to organize a second Scottish independence referendum without permission from the British government.,GPT-3-zero-shot,100,100,75,"The UK’s Supreme Court will not simply let the Scottish government hold a second election to decide if Scotland will become separate from the UK. To hold such an election, the Scottish government will need the support of the British Government."
1,43,The Supreme Court of the United Kingdom unanimously denies the Scottish government the right to hold a second referendum on Scottish independence from the United Kingdom without approval from the British government.,The Supreme Court of the UK ruled unanimously that the Scottish government does not have the authority to organize a second Scottish independence referendum without permission from the British government.,GPT-3-zero-shot,100,100,75,"The UK’s Supreme Court will not simply let the Scottish government hold a second election to decide if Scotland will become separate from the UK. To hold such an election, the Scottish government will need the support of the British Government."
7,29,"However, upon Flynn's apparent success in securing sufficient backing to become council president, Arroyo released a statement that acted as an informal concession of sorts, giving strong praise to Flynn's kindness and work ethic, and declaring that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""","When Flynn got support to become council president, Arroyo sent out a message. The message was an informal concession that praised Flynn’s kindness and work ethic. It also said that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""",Human 1 Writing,67,77,88,"When Flynn got support to become council president, Arroyo sent out a message. The message was an informal concession that praised Flynn’s kindness and work ethic. It also said that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role."""
6,29,"However, upon Flynn's apparent success in securing sufficient backing to become council president, Arroyo released a statement that acted as an informal concession of sorts, giving strong praise to Flynn's kindness and work ethic, and declaring that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""","When Flynn got support to become council president, Arroyo sent out a message. The message was an informal concession that praised Flynn’s kindness and work ethic. It also said that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""",Human 1 Writing,100,100,91,"When Flynn got support to become council president, Arroyo sent out a message. The message was an informal concession that praised Flynn’s kindness and work ethic. It also said that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role."""
4,29,"However, upon Flynn's apparent success in securing sufficient backing to become council president, Arroyo released a statement that acted as an informal concession of sorts, giving strong praise to Flynn's kindness and work ethic, and declaring that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""","When Flynn got support to become council president, Arroyo sent out a message. The message was an informal concession that praised Flynn’s kindness and work ethic. It also said that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""",Human 1 Writing,100,85,50,"When Flynn got support to become council president, Arroyo sent out a message. The message was an informal concession that praised Flynn’s kindness and work ethic. It also said that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role."""
6,37,"According to the eyewitness account, the shooter ""snapped,"" before shooting a woman, proceeding to kill employees within the break room before firing at least ten shots in the grocery aisles.","A witness said that the shooter ""snapped,"" before shooting a woman. The shooter then killed employees in the break room and fired at least ten shots in the grocery aisles.",Human 2 Writing,100,100,85,"According to people who saw it happen, the shooter “snapped” before shooting a woman. He then killed workers in the break room before firing at least ten shots in the grocery aisles."
7,37,"According to the eyewitness account, the shooter ""snapped,"" before shooting a woman, proceeding to kill employees within the break room before firing at least ten shots in the grocery aisles.","A witness said that the shooter ""snapped,"" before shooting a woman. The shooter then killed employees in the break room and fired at least ten shots in the grocery aisles.",Human 2 Writing,79,69,79,"According to people who saw it happen, the shooter “snapped” before shooting a woman. He then killed workers in the break room before firing at least ten shots in the grocery aisles."
4,37,"According to the eyewitness account, the shooter ""snapped,"" before shooting a woman, proceeding to kill employees within the break room before firing at least ten shots in the grocery aisles.","A witness said that the shooter ""snapped,"" before shooting a woman. The shooter then killed employees in the break room and fired at least ten shots in the grocery aisles.",Human 2 Writing,100,100,100,"According to people who saw it happen, the shooter “snapped” before shooting a woman. He then killed workers in the break room before firing at least ten shots in the grocery aisles."
1,38,"The Iranian team notably made headlines in their opening match against England after refusing to sing the national anthem in solidarity with the Mahsa Amini protests, with some Iranian supporters cheering against their own team or boycotting their team amidst the ongoing protests as they felt the team was representing the government.","The Iranian team became famous in their opening match against England when they refused to sing the national anthem to support the Mahsa Amini protests. Because of this, some Iranian supporters cheered against their own team or boycotted their team during the protests.",Human 1 Writing,47,100,49,"The Iranian team became famous in their opening match against England when they refused to sing the national anthem to support the Mahsa Amini protests. Because of this, some Iranian supporters cheered against their own team or boycotted their team during the protests."
7,38,"The Iranian team notably made headlines in their opening match against England after refusing to sing the national anthem in solidarity with the Mahsa Amini protests, with some Iranian supporters cheering against their own team or boycotting their team amidst the ongoing protests as they felt the team was representing the government.","The Iranian team became famous in their opening match against England when they refused to sing the national anthem to support the Mahsa Amini protests. Because of this, some Iranian supporters cheered against their own team or boycotted their team during the protests.",Human 1 Writing,65,64,49,"The Iranian team became famous in their opening match against England when they refused to sing the national anthem to support the Mahsa Amini protests. Because of this, some Iranian supporters cheered against their own team or boycotted their team during the protests."
5,38,"The Iranian team notably made headlines in their opening match against England after refusing to sing the national anthem in solidarity with the Mahsa Amini protests, with some Iranian supporters cheering against their own team or boycotting their team amidst the ongoing protests as they felt the team was representing the government.","The Iranian team became famous in their opening match against England when they refused to sing the national anthem to support the Mahsa Amini protests. Because of this, some Iranian supporters cheered against their own team or boycotted their team during the protests.",Human 1 Writing,95,100,75,"The Iranian team became famous in their opening match against England when they refused to sing the national anthem to support the Mahsa Amini protests. Because of this, some Iranian supporters cheered against their own team or boycotted their team during the protests."
2,21,"In a difficult situation, it encouraged him to study Graphic Design in 2007, and he's been since as a Cinematographer in the film industry, also having a lot of experience with photography and experience in the field of graphic design.","In 2007, his difficult circumstances encouraged him to pursue Graphic Design. Since then, he has worked as a Cinematographer in the film industry and gained experience in both photography and graphic design.",GPT-3-few-shot,100,100,100,"A hard situation encouraged him to study Graphic Design in 2007. Since then, he’s been a Cinematographer in the film industry. He also has a lot of experience with photography and graphic design."
7,21,"In a difficult situation, it encouraged him to study Graphic Design in 2007, and he's been since as a Cinematographer in the film industry, also having a lot of experience with photography and experience in the field of graphic design.","In 2007, his difficult circumstances encouraged him to pursue Graphic Design. Since then, he has worked as a Cinematographer in the film industry and gained experience in both photography and graphic design.",GPT-3-few-shot,59,75,76,"A hard situation encouraged him to study Graphic Design in 2007. Since then, he’s been a Cinematographer in the film industry. He also has a lot of experience with photography and graphic design."
5,21,"In a difficult situation, it encouraged him to study Graphic Design in 2007, and he's been since as a Cinematographer in the film industry, also having a lot of experience with photography and experience in the field of graphic design.","In 2007, his difficult circumstances encouraged him to pursue Graphic Design. Since then, he has worked as a Cinematographer in the film industry and gained experience in both photography and graphic design.",GPT-3-few-shot,100,100,85,"A hard situation encouraged him to study Graphic Design in 2007. Since then, he’s been a Cinematographer in the film industry. He also has a lot of experience with photography and graphic design."
5,44,"Widespread blackouts are reported in Western Ukraine as Russian forces launch another wave of cruise missile strikes, including the city of Lviv which has experienced a total blackout.","As Russian forces launch another wave of cruise missile strikes, widespread blackouts are reported in Western Ukraine.",Human 1 Writing,60,75,60,"As Russian forces launch another wave of cruise missile strikes, widespread blackouts are reported in Western Ukraine."
3,44,"Widespread blackouts are reported in Western Ukraine as Russian forces launch another wave of cruise missile strikes, including the city of Lviv which has experienced a total blackout.","As Russian forces launch another wave of cruise missile strikes, widespread blackouts are reported in Western Ukraine.",Human 1 Writing,100,100,97,"As Russian forces launch another wave of cruise missile strikes, widespread blackouts are reported in Western Ukraine."
6,44,"Widespread blackouts are reported in Western Ukraine as Russian forces launch another wave of cruise missile strikes, including the city of Lviv which has experienced a total blackout.","As Russian forces launch another wave of cruise missile strikes, widespread blackouts are reported in Western Ukraine.",Human 1 Writing,85,100,100,"As Russian forces launch another wave of cruise missile strikes, widespread blackouts are reported in Western Ukraine."
1,25,"On 3 November 2022, the British Foreign Secretary James Cleverly announced that the UK and Mauritius had decided to begin negotiations on sovereignty over the British Indian Ocean Territory, taking into account the recent international legal proceedings.","On November 3rd, 2022, the British Foreign Secretary said the UK and Mauritius were discussing granting independence over the British Indian Ocean Territory. ",Human 2 Writing,87,100,90,"On 3 November 2022, the British Foreign Secretary James Cleverly declared that Mauritius and the UK would begin talks to discuss control over the British Indian Ocean Territory. This was taking into account the recent international legal proceedings."
4,25,"On 3 November 2022, the British Foreign Secretary James Cleverly announced that the UK and Mauritius had decided to begin negotiations on sovereignty over the British Indian Ocean Territory, taking into account the recent international legal proceedings.","On November 3rd, 2022, the British Foreign Secretary said the UK and Mauritius were discussing granting independence over the British Indian Ocean Territory. ",Human 2 Writing,80,80,90,"On 3 November 2022, the British Foreign Secretary James Cleverly declared that Mauritius and the UK would begin talks to discuss control over the British Indian Ocean Territory. This was taking into account the recent international legal proceedings."
7,25,"On 3 November 2022, the British Foreign Secretary James Cleverly announced that the UK and Mauritius had decided to begin negotiations on sovereignty over the British Indian Ocean Territory, taking into account the recent international legal proceedings.","On November 3rd, 2022, the British Foreign Secretary said the UK and Mauritius were discussing granting independence over the British Indian Ocean Territory. ",Human 2 Writing,71,83,86,"On 3 November 2022, the British Foreign Secretary James Cleverly declared that Mauritius and the UK would begin talks to discuss control over the British Indian Ocean Territory. This was taking into account the recent international legal proceedings."
5,46,"The film has grossed over $552 million worldwide, becoming the eighth highest-grossing film of 2022.",The film has earned over $552 million worldwide. It became the eighth highest-earning film of 2022.,Human 1 Writing,100,100,100,The film has earned over $552 million worldwide. It became the eighth highest-earning film of 2022.
7,46,"The film has grossed over $552 million worldwide, becoming the eighth highest-grossing film of 2022.",The film has earned over $552 million worldwide. It became the eighth highest-earning film of 2022.,Human 1 Writing,70,71,76,The film has earned over $552 million worldwide. It became the eighth highest-earning film of 2022.
3,46,"The film has grossed over $552 million worldwide, becoming the eighth highest-grossing film of 2022.",The film has earned over $552 million worldwide. It became the eighth highest-earning film of 2022.,Human 1 Writing,100,100,92,The film has earned over $552 million worldwide. It became the eighth highest-earning film of 2022.
3,38,"The Iranian team notably made headlines in their opening match against England after refusing to sing the national anthem in solidarity with the Mahsa Amini protests, with some Iranian supporters cheering against their own team or boycotting their team amidst the ongoing protests as they felt the team was representing the government.",The Iranian team gained attention in their first game against England for not singing the national anthem in solidarity with Mahsa Amini. Many Iranian fans also showed their disapproval of the team as a representation of the government by cheering against the team and boycotting the match.,GPT-3-few-shot,100,100,95,"The Iranian team became famous in their opening match against England when they refused to sing the national anthem to support the Mahsa Amini protests. Because of this, some Iranian supporters cheered against their own team or boycotted their team during the protests."
2,38,"The Iranian team notably made headlines in their opening match against England after refusing to sing the national anthem in solidarity with the Mahsa Amini protests, with some Iranian supporters cheering against their own team or boycotting their team amidst the ongoing protests as they felt the team was representing the government.",The Iranian team gained attention in their first game against England for not singing the national anthem in solidarity with Mahsa Amini. Many Iranian fans also showed their disapproval of the team as a representation of the government by cheering against the team and boycotting the match.,GPT-3-few-shot,85,100,90,"The Iranian team became famous in their opening match against England when they refused to sing the national anthem to support the Mahsa Amini protests. Because of this, some Iranian supporters cheered against their own team or boycotted their team during the protests."
4,38,"The Iranian team notably made headlines in their opening match against England after refusing to sing the national anthem in solidarity with the Mahsa Amini protests, with some Iranian supporters cheering against their own team or boycotting their team amidst the ongoing protests as they felt the team was representing the government.",The Iranian team gained attention in their first game against England for not singing the national anthem in solidarity with Mahsa Amini. Many Iranian fans also showed their disapproval of the team as a representation of the government by cheering against the team and boycotting the match.,GPT-3-few-shot,100,100,45,"The Iranian team became famous in their opening match against England when they refused to sing the national anthem to support the Mahsa Amini protests. Because of this, some Iranian supporters cheered against their own team or boycotted their team during the protests."
2,25,"On 3 November 2022, the British Foreign Secretary James Cleverly announced that the UK and Mauritius had decided to begin negotiations on sovereignty over the British Indian Ocean Territory, taking into account the recent international legal proceedings.","On 3 November 2022, the British Foreign Secretary James Cleverly said that the UK and Mauritius had decided to start talks to take over the British Indian Ocean Territory. This was because of legal cases that were going on before.",Muss,50,100,50,"On 3 November 2022, the British Foreign Secretary James Cleverly declared that Mauritius and the UK would begin talks to discuss control over the British Indian Ocean Territory. This was taking into account the recent international legal proceedings."
3,25,"On 3 November 2022, the British Foreign Secretary James Cleverly announced that the UK and Mauritius had decided to begin negotiations on sovereignty over the British Indian Ocean Territory, taking into account the recent international legal proceedings.","On 3 November 2022, the British Foreign Secretary James Cleverly said that the UK and Mauritius had decided to start talks to take over the British Indian Ocean Territory. This was because of legal cases that were going on before.",Muss,78,93,85,"On 3 November 2022, the British Foreign Secretary James Cleverly declared that Mauritius and the UK would begin talks to discuss control over the British Indian Ocean Territory. This was taking into account the recent international legal proceedings."
5,25,"On 3 November 2022, the British Foreign Secretary James Cleverly announced that the UK and Mauritius had decided to begin negotiations on sovereignty over the British Indian Ocean Territory, taking into account the recent international legal proceedings.","On 3 November 2022, the British Foreign Secretary James Cleverly said that the UK and Mauritius had decided to start talks to take over the British Indian Ocean Territory. This was because of legal cases that were going on before.",Muss,75,85,100,"On 3 November 2022, the British Foreign Secretary James Cleverly declared that Mauritius and the UK would begin talks to discuss control over the British Indian Ocean Territory. This was taking into account the recent international legal proceedings."
8,50,"On November 9, Fetterman was projected as the winner of the election by media outlets.","On November 9, Fetterman was predicted by the media as the winner of the election.",Human 2 Writing,100,31,53,"On Novermber 9, media outlets predicted Fetterman would win the US Senate election in Pennsylvania."
4,50,"On November 9, Fetterman was projected as the winner of the election by media outlets.","On November 9, Fetterman was predicted by the media as the winner of the election.",Human 2 Writing,100,95,90,"On Novermber 9, media outlets predicted Fetterman would win the US Senate election in Pennsylvania."
3,50,"On November 9, Fetterman was projected as the winner of the election by media outlets.","On November 9, Fetterman was predicted by the media as the winner of the election.",Human 2 Writing,100,100,89,"On Novermber 9, media outlets predicted Fetterman would win the US Senate election in Pennsylvania."
9,56,"Robinson returned to West Point in 1972 to serve as the 3rd Regimental Tactical officer, where he was tasked with developing and training cadets.",Robinson went back to West Point in 1972 and was given the job of developing and teaching cadets as the third Regimental Tactical officer.,GPT-3-zero-shot,100,100,64,Robinson came back to West Point in 1972 to serve as the 3rd Regimental Tactical officer. He had to develop and train cadets.
8,56,"Robinson returned to West Point in 1972 to serve as the 3rd Regimental Tactical officer, where he was tasked with developing and training cadets.",Robinson went back to West Point in 1972 and was given the job of developing and teaching cadets as the third Regimental Tactical officer.,GPT-3-zero-shot,100,85,85,Robinson came back to West Point in 1972 to serve as the 3rd Regimental Tactical officer. He had to develop and train cadets.
1,56,"Robinson returned to West Point in 1972 to serve as the 3rd Regimental Tactical officer, where he was tasked with developing and training cadets.",Robinson went back to West Point in 1972 and was given the job of developing and teaching cadets as the third Regimental Tactical officer.,GPT-3-zero-shot,100,100,79,Robinson came back to West Point in 1972 to serve as the 3rd Regimental Tactical officer. He had to develop and train cadets.
2,16,"In more recent practice, between the announcement of the nomination and the start of hearings, the Judiciary Committee undertakes an investigative stage in which committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.","After announcing the nomination, the Judiciary Committee begins an investigation to ensure they are prepared for the upcoming hearings. This includes reviewing the nominee's background and any relevant issues.",GPT-3-zero-shot,100,100,100,"When the hearings start after nominations, the Judiciary Committee members and their staff look at the background of nominees."
7,16,"In more recent practice, between the announcement of the nomination and the start of hearings, the Judiciary Committee undertakes an investigative stage in which committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.","After announcing the nomination, the Judiciary Committee begins an investigation to ensure they are prepared for the upcoming hearings. This includes reviewing the nominee's background and any relevant issues.",GPT-3-zero-shot,74,93,99,"When the hearings start after nominations, the Judiciary Committee members and their staff look at the background of nominees."
8,16,"In more recent practice, between the announcement of the nomination and the start of hearings, the Judiciary Committee undertakes an investigative stage in which committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.","After announcing the nomination, the Judiciary Committee begins an investigation to ensure they are prepared for the upcoming hearings. This includes reviewing the nominee's background and any relevant issues.",GPT-3-zero-shot,100,100,100,"When the hearings start after nominations, the Judiciary Committee members and their staff look at the background of nominees."
5,16,"In more recent practice, between the announcement of the nomination and the start of hearings, the Judiciary Committee undertakes an investigative stage in which committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.","In more recent practice, between the announcement of the nomination and the start of hearings, the Judiciary Committee and its staffs prepare for the hearings by looking over the background of the nominees and the issues that will be discussed in the hearings.",Muss,80,70,60,"When the hearings start after nominations, the Judiciary Committee members and their staff look at the background of nominees."
7,16,"In more recent practice, between the announcement of the nomination and the start of hearings, the Judiciary Committee undertakes an investigative stage in which committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.","In more recent practice, between the announcement of the nomination and the start of hearings, the Judiciary Committee and its staffs prepare for the hearings by looking over the background of the nominees and the issues that will be discussed in the hearings.",Muss,70,74,82,"When the hearings start after nominations, the Judiciary Committee members and their staff look at the background of nominees."
2,16,"In more recent practice, between the announcement of the nomination and the start of hearings, the Judiciary Committee undertakes an investigative stage in which committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.","In more recent practice, between the announcement of the nomination and the start of hearings, the Judiciary Committee and its staffs prepare for the hearings by looking over the background of the nominees and the issues that will be discussed in the hearings.",Muss,100,100,75,"When the hearings start after nominations, the Judiciary Committee members and their staff look at the background of nominees."
