id,original,simple,references,score,system
12,"divided into sections pertaining to each season and covering self-reliance, growing and gardening, cooking, health and beauty, and wilderness, and with photos and illustrations evocative of the great outdoors, a wilder life shows that getting in touch with nature is possible.","it covers topics such as growing and gardening, cooking, health and beauty, and wilderness. a wilder life shows that getting in touch with nature is possible.","['the book a wilder life is divided into sections based on the season. it covers self-reliance, growing and gardening, cooking, health and beauty, and wilderness. it also has photos and illustrations of the outdoors.']",0.4831640605499034,T5-3B
13,"drone footage released by the islamic state showed bombs being dropped on an ammunitions facility located in deir ez-zor, syria, an area of contested control between the islamic state and the syrian government at the time.","drone footage from the islamic state revealed bombs falling on an ammunitions facility in deir ez-zor, syria. this region was disputed between the islamic state and the syrian government at the time.",['drone video from the islamic state showed bombs being dropped on a bullet/rocket storage in a contested part of syria.'],0.3214935670505002,GPT-3-few-shot
13,"drone footage released by the islamic state showed bombs being dropped on an ammunitions facility located in deir ez-zor, syria, an area of contested control between the islamic state and the syrian government at the time.","drone footage released by the islamic state showed bombs being dropped on an ammunition store in deir ez-zor, syria. this area was being fought over by the islamic state and the syrian government when the attack occurred.",['drone video from the islamic state showed bombs being dropped on a bullet/rocket storage in a contested part of syria.'],0.4899478146036909,GPT-3-zero-shot
13,"drone footage released by the islamic state showed bombs being dropped on an ammunitions facility located in deir ez-zor, syria, an area of contested control between the islamic state and the syrian government at the time.",drone video from the islamic state showed bombs being dropped on a bullet/rocket storage in a contested part of syria.,['drone video from the islamic state showed bombs being dropped on a bullet/rocket storage in a contested part of syria.'],0.9826762246117084,Human 1 Writing
13,"drone footage released by the islamic state showed bombs being dropped on an ammunitions facility located in deir ez-zor, syria, an area of contested control between the islamic state and the syrian government at the time.","the islamic state and the syrian government were fighting to control an area in syria called deir ez-zor. during that time, the islamic state released videos that showed bombs being dropped on a weapons storage facility in that area.",['drone video from the islamic state showed bombs being dropped on a bullet/rocket storage in a contested part of syria.'],0.4858647452473209,Human 2 Writing
13,"drone footage released by the islamic state showed bombs being dropped on an ammunitions facility located in deir ez-zor, syria, an area of contested control between the islamic state and the syrian government at the time.","an islamic state drone video showed bombs being dropped on an ammunitions facility in deir ez-zor, syria. the area has been under dispute between the islamic state and the syrian government for a long time.",['drone video from the islamic state showed bombs being dropped on a bullet/rocket storage in a contested part of syria.'],0.4473996481466898,Muss
13,"drone footage released by the islamic state showed bombs being dropped on an ammunitions facility located in deir ez-zor, syria, an area of contested control between the islamic state and the syrian government at the time.","drone footage released by islamic state showed bombs being dropped on an ammunitions facility in deir ez-zor, syria. this was an area of contested control between the islamic state and the syrian government at the time.",['drone video from the islamic state showed bombs being dropped on a bullet/rocket storage in a contested part of syria.'],0.4129599495653195,T5-3B
14,"england are the reigning t20 world cup holders, having beaten pakistan in the 2022 final, winning their second title.",england won their second t20 world cup title in 2022 by defeating pakistan in the final.,"['after winning the last t20 world cup, england won the t20 world cup for the second time. they beat pakistan in the 2022 final.']",0.49203933409566397,GPT-3-few-shot
14,"england are the reigning t20 world cup holders, having beaten pakistan in the 2022 final, winning their second title.","england won their second title by defeating pakistan in the 2022 t20 world cup final, making them the reigning champions.","['after winning the last t20 world cup, england won the t20 world cup for the second time. they beat pakistan in the 2022 final.']",0.5521888990638991,GPT-3-zero-shot
14,"england are the reigning t20 world cup holders, having beaten pakistan in the 2022 final, winning their second title.","after winning the last t20 world cup, england won the t20 world cup for the second time. they beat pakistan in the 2022 final.","['after winning the last t20 world cup, england won the t20 world cup for the second time. they beat pakistan in the 2022 final.']",0.9723695286195286,Human 1 Writing
14,"england are the reigning t20 world cup holders, having beaten pakistan in the 2022 final, winning their second title.","england beat pakistan in the 2022 final. this made them the t20 world cup holders, winning their second title.","['after winning the last t20 world cup, england won the t20 world cup for the second time. they beat pakistan in the 2022 final.']",0.5775540346000473,Human 2 Writing
14,"england are the reigning t20 world cup holders, having beaten pakistan in the 2022 final, winning their second title.",england won their second title when they beat pakistan in the final. they are the reigning t20 world cup holders.,"['after winning the last t20 world cup, england won the t20 world cup for the second time. they beat pakistan in the 2022 final.']",0.4773772308255067,Muss
14,"england are the reigning t20 world cup holders, having beaten pakistan in the 2022 final, winning their second title.",the current t20 world cup holder is england.,"['after winning the last t20 world cup, england won the t20 world cup for the second time. they beat pakistan in the 2022 final.']",0.37674253200568986,T5-3B
15,"football fans around the world may find some apprehensions about going to the world cup in qatar because of the alcohol laws concerning consuming alcohol in public places, but world cup organizers announce the creation of designated ""sobering up"" zones as a way to make fans feel safe and comfortable while attending the world cup.","football fans may be worried about going to the world cup in qatar because of the laws about drinking alcohol in public places, but world cup organizers have created ""sobering up"" zones to make sure fans feel safe and secure.","['football fans may not like going to the world cup in qatar because of its alcohol laws, but organizers announced the creation of “sobering up” zones to make fans feel safe while attending.']",0.47145893862755267,GPT-3-few-shot
15,"football fans around the world may find some apprehensions about going to the world cup in qatar because of the alcohol laws concerning consuming alcohol in public places, but world cup organizers announce the creation of designated ""sobering up"" zones as a way to make fans feel safe and comfortable while attending the world cup.","football fans may have concerns about going to the world cup in qatar due to its alcohol laws. world cup organizers have introduced designated ""sobering up"" zones to ensure fans feel secure and relaxed when attending.","['football fans may not like going to the world cup in qatar because of its alcohol laws, but organizers announced the creation of “sobering up” zones to make fans feel safe while attending.']",0.4620204031598128,GPT-3-zero-shot
15,"football fans around the world may find some apprehensions about going to the world cup in qatar because of the alcohol laws concerning consuming alcohol in public places, but world cup organizers announce the creation of designated ""sobering up"" zones as a way to make fans feel safe and comfortable while attending the world cup.","football fans may not like going to the world cup in qatar because of its alcohol laws, but organizers announced the creation of “sobering up” zones to make fans feel safe while attending. ","['football fans may not like going to the world cup in qatar because of its alcohol laws, but organizers announced the creation of “sobering up” zones to make fans feel safe while attending.']",0.9401428774830309,Human 1 Writing
15,"football fans around the world may find some apprehensions about going to the world cup in qatar because of the alcohol laws concerning consuming alcohol in public places, but world cup organizers announce the creation of designated ""sobering up"" zones as a way to make fans feel safe and comfortable while attending the world cup.","fans around the world are unsure about going to the world cup in qatar because of its alcohol laws. in response, world cup organizers say they will create “sobering up” zones to make fans feel safer.","['football fans may not like going to the world cup in qatar because of its alcohol laws, but organizers announced the creation of “sobering up” zones to make fans feel safe while attending.']",0.6234673067644727,Human 2 Writing
15,"football fans around the world may find some apprehensions about going to the world cup in qatar because of the alcohol laws concerning consuming alcohol in public places, but world cup organizers announce the creation of designated ""sobering up"" zones as a way to make fans feel safe and comfortable while attending the world cup.","football fans around the world may find some apprehensions about going to the world cup in qatar because of the alcohol laws, but world cup organizers say that they will have ""sobering up"" zones where people will be told not to drink alcohol while watching the games.","['football fans may not like going to the world cup in qatar because of its alcohol laws, but organizers announced the creation of “sobering up” zones to make fans feel safe while attending.']",0.4365490885460019,Muss
15,"football fans around the world may find some apprehensions about going to the world cup in qatar because of the alcohol laws concerning consuming alcohol in public places, but world cup organizers announce the creation of designated ""sobering up"" zones as a way to make fans feel safe and comfortable while attending the world cup.","football fans around the world may be apprehensions about going to the world cup in qatar because of the alcohol laws. however, world cup organizers announced the creation of designated ""sobering up"" zones as a way to make fans feel safe and comfortable while attending the world cup.","['football fans may not like going to the world cup in qatar because of its alcohol laws, but organizers announced the creation of “sobering up” zones to make fans feel safe while attending.']",0.5305474861345308,T5-3B
16,"however, upon flynn's apparent success in securing sufficient backing to become council president, arroyo released a statement that acted as an informal concession of sorts, giving strong praise to flynn's kindness and work ethic, and declaring that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""",flynn had enough support to become council president. arroyo released a statement praising flynn's kindness and work ethic. he also said he was excited to see how flynn used those qualities as a leader.,"['when flynn got support to become council president, arroyo sent out a message. the message was an informal concession that praised flynn’s kindness and work ethic. it also said that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""']",0.3469358111024778,GPT-3-few-shot
16,"however, upon flynn's apparent success in securing sufficient backing to become council president, arroyo released a statement that acted as an informal concession of sorts, giving strong praise to flynn's kindness and work ethic, and declaring that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""","upon flynn's success in getting enough support to become council president, arroyo released a statement that was like a formal concession. he commended flynn's kindness and hard work, and expressed his expectation that flynn will make use of these qualities in his leadership role.","['when flynn got support to become council president, arroyo sent out a message. the message was an informal concession that praised flynn’s kindness and work ethic. it also said that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""']",0.32684183120231236,GPT-3-zero-shot
16,"however, upon flynn's apparent success in securing sufficient backing to become council president, arroyo released a statement that acted as an informal concession of sorts, giving strong praise to flynn's kindness and work ethic, and declaring that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""","when flynn got support to become council president, arroyo sent out a message. the message was an informal concession that praised flynn’s kindness and work ethic. it also said that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""","['when flynn got support to become council president, arroyo sent out a message. the message was an informal concession that praised flynn’s kindness and work ethic. it also said that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""']",0.9767746913580247,Human 1 Writing
16,"however, upon flynn's apparent success in securing sufficient backing to become council president, arroyo released a statement that acted as an informal concession of sorts, giving strong praise to flynn's kindness and work ethic, and declaring that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""","when it was clear flynn was going to be council president, arroyo gave a concession speech. he praised flynn’s good qualities and said that he wants to see flynn use these qualities while president.","['when flynn got support to become council president, arroyo sent out a message. the message was an informal concession that praised flynn’s kindness and work ethic. it also said that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""']",0.3337931031757788,Human 2 Writing
16,"however, upon flynn's apparent success in securing sufficient backing to become council president, arroyo released a statement that acted as an informal concession of sorts, giving strong praise to flynn's kindness and work ethic, and declaring that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""","however, after flynn was able to get enough support to become council president, arroyo said that he was happy for him. arroyo said that he was happy for flynn's kindness and work ethic, and that he looked forward to seeing how flynn used those qualities in his new job.","['when flynn got support to become council president, arroyo sent out a message. the message was an informal concession that praised flynn’s kindness and work ethic. it also said that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""']",0.42245519135639986,Muss
16,"however, upon flynn's apparent success in securing sufficient backing to become council president, arroyo released a statement that acted as an informal concession of sorts, giving strong praise to flynn's kindness and work ethic, and declaring that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""","however, upon flynn's apparent success in securing enough backing to become council president, arroyo released a statement that acted as an informal concession of sorts, giving strong praise to flynn's kindness and work ethic, and declaring that he looks forward, ""to seeing how he utilizes those great qualities in this leadership role. ""","['when flynn got support to become council president, arroyo sent out a message. the message was an informal concession that praised flynn’s kindness and work ethic. it also said that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""']",0.29089999874563705,T5-3B
17,"in a difficult situation, it encouraged him to study graphic design in 2007, and he's been since as a cinematographer in the film industry, also having a lot of experience with photography and experience in the field of graphic design.","in 2007, his difficult circumstances encouraged him to pursue graphic design. since then, he has worked as a cinematographer in the film industry and gained experience in both photography and graphic design.","['a hard situation encouraged him to study graphic design in 2007. since then, he’s been a cinematographer in the film industry. he also has a lot of experience with photography and graphic design.']",0.4568001731022304,GPT-3-few-shot
17,"in a difficult situation, it encouraged him to study graphic design in 2007, and he's been since as a cinematographer in the film industry, also having a lot of experience with photography and experience in the field of graphic design.","facing a difficult situation in 2007, he decided to study graphic design. since then, he has been working as a cinematographer in the film industry, and he has a lot of experience with photography and graphic design.","['a hard situation encouraged him to study graphic design in 2007. since then, he’s been a cinematographer in the film industry. he also has a lot of experience with photography and graphic design.']",0.583730935593753,GPT-3-zero-shot
17,"in a difficult situation, it encouraged him to study graphic design in 2007, and he's been since as a cinematographer in the film industry, also having a lot of experience with photography and experience in the field of graphic design.","a hard situation encouraged him to study graphic design in 2007. since then, he’s been a cinematographer in the film industry. he also has a lot of experience with photography and graphic design.","['a hard situation encouraged him to study graphic design in 2007. since then, he’s been a cinematographer in the film industry. he also has a lot of experience with photography and graphic design.']",0.9372700447700447,Human 1 Writing
17,"in a difficult situation, it encouraged him to study graphic design in 2007, and he's been since as a cinematographer in the film industry, also having a lot of experience with photography and experience in the field of graphic design.","during hard times, he was led to study graphic design, and after that became a cinematographer. also, he had a lot of experiences with photography and graphic design.","['a hard situation encouraged him to study graphic design in 2007. since then, he’s been a cinematographer in the film industry. he also has a lot of experience with photography and graphic design.']",0.4164163670123058,Human 2 Writing
17,"in a difficult situation, it encouraged him to study graphic design in 2007, and he's been since as a cinematographer in the film industry, also having a lot of experience with photography and experience in the field of graphic design.","in a difficult situation, it encouraged him to study graphic design in 2007. since then, he has worked as a cinematographer in the film industry. he also has a lot of experience in graphic design and photography.","['a hard situation encouraged him to study graphic design in 2007. since then, he’s been a cinematographer in the film industry. he also has a lot of experience with photography and graphic design.']",0.6603242325530857,Muss
17,"in a difficult situation, it encouraged him to study graphic design in 2007, and he's been since as a cinematographer in the film industry, also having a lot of experience with photography and experience in the field of graphic design.","in a difficult situation, it encouraged him to study graphic design in 2007. he is now working as a cinematographer in the movie industry, also having a lot of experience with photography and experience in the field of graphic design.","['a hard situation encouraged him to study graphic design in 2007. since then, he’s been a cinematographer in the film industry. he also has a lot of experience with photography and graphic design.']",0.4668463511400284,T5-3B
18,"in addition to farming, corbin has expanded his business to include agritourism, using his farm to host weddings, host corporate meetings, and attract visitors to a large annual christmas-themed display.","corbin's business has grown beyond farming to include agritourism. this involves hosting weddings, corporate meetings, and a big holiday celebration open to visitors.","['corbin has expanded his farming business to include agritourism. he uses his farm to host weddings, corporate meetings, and a large annual christmas-themed display.']",0.3823843392190575,GPT-3-few-shot
18,"in addition to farming, corbin has expanded his business to include agritourism, using his farm to host weddings, host corporate meetings, and attract visitors to a large annual christmas-themed display.","corbin runs a farm, and has also opened it up to agritourism, holding weddings and business meetings there, as well as hosting a big christmas event every year to draw in visitors.","['corbin has expanded his farming business to include agritourism. he uses his farm to host weddings, corporate meetings, and a large annual christmas-themed display.']",0.22665997197247198,GPT-3-zero-shot
18,"in addition to farming, corbin has expanded his business to include agritourism, using his farm to host weddings, host corporate meetings, and attract visitors to a large annual christmas-themed display.","corbin has expanded his farming business to include agritourism. he uses his farm to host weddings, corporate meetings, and a large annual christmas-themed display. ","['corbin has expanded his farming business to include agritourism. he uses his farm to host weddings, corporate meetings, and a large annual christmas-themed display.']",0.9461805555555555,Human 1 Writing
18,"in addition to farming, corbin has expanded his business to include agritourism, using his farm to host weddings, host corporate meetings, and attract visitors to a large annual christmas-themed display.","in addition to farming, corbin’s business also offers agritourism. corbin uses his farm to host weddings, host corporate meetings, and attract visitors to a christmas display every year.","['corbin has expanded his farming business to include agritourism. he uses his farm to host weddings, corporate meetings, and a large annual christmas-themed display.']",0.32855075693812263,Human 2 Writing
18,"in addition to farming, corbin has expanded his business to include agritourism, using his farm to host weddings, host corporate meetings, and attract visitors to a large annual christmas-themed display.","as well as farming, corbin has started a small business called ""agritourism"". he uses his farm to host weddings, business meetings, and a big christmas display every year.","['corbin has expanded his farming business to include agritourism. he uses his farm to host weddings, corporate meetings, and a large annual christmas-themed display.']",0.456385312885383,Muss
18,"in addition to farming, corbin has expanded his business to include agritourism, using his farm to host weddings, host corporate meetings, and attract visitors to a large annual christmas-themed display.","in addition to farming, corbin has expanded his business to include agritourism. he uses his farm to host weddings, corporate meetings, and attract visitors to a large annual christmas-themed display.","['corbin has expanded his farming business to include agritourism. he uses his farm to host weddings, corporate meetings, and a large annual christmas-themed display.']",0.7925916146883928,T5-3B
19,"in marriages and infidelities, oates explicitly alludes to novellas and short stories by earlier writers, making use of either their titles or their themes and adapting them in accordance with her artistic intentions.","in marriages and infidelities, oates takes ideas from novellas and short stories written by earlier authors and creates her own versions according to her artistic goals.","['oates references short stories written by earlier writers in her book, marriages and infidelities. she does this by using the stories’ titles or themes and changing them to match her artistic goals.']",0.4785641492277404,GPT-3-few-shot
19,"in marriages and infidelities, oates explicitly alludes to novellas and short stories by earlier writers, making use of either their titles or their themes and adapting them in accordance with her artistic intentions.","in marriages and infidelities, oates references novellas and short stories written by earlier authors, which she adapts to meet her artistic goals.","['oates references short stories written by earlier writers in her book, marriages and infidelities. she does this by using the stories’ titles or themes and changing them to match her artistic goals.']",0.5030727417100739,GPT-3-zero-shot
19,"in marriages and infidelities, oates explicitly alludes to novellas and short stories by earlier writers, making use of either their titles or their themes and adapting them in accordance with her artistic intentions.","oates references short stories written by earlier writers in her book, marriages and infidelities. she does this by using the stories’ titles or themes and changing them to match her artistic goals.","['oates references short stories written by earlier writers in her book, marriages and infidelities. she does this by using the stories’ titles or themes and changing them to match her artistic goals.']",0.8860935746352413,Human 1 Writing
19,"in marriages and infidelities, oates explicitly alludes to novellas and short stories by earlier writers, making use of either their titles or their themes and adapting them in accordance with her artistic intentions.","in marriages and infidelities, oates hints to novellas and short stories by earlier writers. she uses their titles or their themes and adapts them to fit with her artistic intentions.","['oates references short stories written by earlier writers in her book, marriages and infidelities. she does this by using the stories’ titles or themes and changing them to match her artistic goals.']",0.47343005586989784,Human 2 Writing
19,"in marriages and infidelities, oates explicitly alludes to novellas and short stories by earlier writers, making use of either their titles or their themes and adapting them in accordance with her artistic intentions.","in marriages and infidelities, oates uses many short stories and novellas by earlier writers. she uses their titles or their themes, and changes them to fit her own ideas of what is important.","['oates references short stories written by earlier writers in her book, marriages and infidelities. she does this by using the stories’ titles or themes and changing them to match her artistic goals.']",0.48151657466628933,Muss
19,"in marriages and infidelities, oates explicitly alludes to novellas and short stories by earlier writers, making use of either their titles or their themes and adapting them in accordance with her artistic intentions.","in "" marriages and infidelities "" oates uses short stories and novellas as inspiration for her work.","['oates references short stories written by earlier writers in her book, marriages and infidelities. she does this by using the stories’ titles or themes and changing them to match her artistic goals.']",0.4288548197492163,T5-3B
20,"in more recent practice, between the announcement of the nomination and the start of hearings, the judiciary committee undertakes an investigative stage in which committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.","more recently, after a nomination is announced, the judiciary committee completes an investigative stage to prepare for hearings. during this stage, committee members and their staff review the nominees' backgrounds and any relevant issues.","['when the hearings start after nominations, the judiciary committee members and their staff look at the background of nominees.']",0.5654934047033456,GPT-3-few-shot
20,"in more recent practice, between the announcement of the nomination and the start of hearings, the judiciary committee undertakes an investigative stage in which committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.","after announcing the nomination, the judiciary committee begins an investigation to ensure they are prepared for the upcoming hearings. this includes reviewing the nominee's background and any relevant issues.","['when the hearings start after nominations, the judiciary committee members and their staff look at the background of nominees.']",0.46935665896957207,GPT-3-zero-shot
20,"in more recent practice, between the announcement of the nomination and the start of hearings, the judiciary committee undertakes an investigative stage in which committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.","when the hearings start after nominations, the judiciary committee members and their staff look at the background of nominees.","['when the hearings start after nominations, the judiciary committee members and their staff look at the background of nominees.']",0.9496701215451214,Human 1 Writing
20,"in more recent practice, between the announcement of the nomination and the start of hearings, the judiciary committee undertakes an investigative stage in which committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.",the judiciary committee does an investigative stage between the announcement of the nomination and the start of hearings. committee members and their staffs get ready for the hearings by looking over the background of the nominees and relevant issues.,"['when the hearings start after nominations, the judiciary committee members and their staff look at the background of nominees.']",0.41835933343426507,Human 2 Writing
20,"in more recent practice, between the announcement of the nomination and the start of hearings, the judiciary committee undertakes an investigative stage in which committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.","in more recent practice, between the announcement of the nomination and the start of hearings, the judiciary committee and its staffs prepare for the hearings by looking over the background of the nominees and the issues that will be discussed in the hearings.","['when the hearings start after nominations, the judiciary committee members and their staff look at the background of nominees.']",0.35525175552374993,Muss
20,"in more recent practice, between the announcement of the nomination and the start of hearings, the judiciary committee undertakes an investigative stage in which committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.","between the announcement of the nomination and the start of hearings, the judiciary committee has an investigative stage. committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.","['when the hearings start after nominations, the judiciary committee members and their staff look at the background of nominees.']",0.4332232674257706,T5-3B
21,"in the interior, on the facade and the portico, painted decoration is preserved, which was carried out in two time periods, the first with its construction and the second possibly with the change of use of the building after 1913.","in the interior and on the facade, there is preserved painted decoration. it was done during two different periods. the first was during the construction of the building and the second may have happened after 1913 when its use changed.",['painted decoration is preserved in the interior and on the facade. this preservation possibly occurred during its construction and its change of use after 1913.'],0.45053749856099046,GPT-3-few-shot
21,"in the interior, on the facade and the portico, painted decoration is preserved, which was carried out in two time periods, the first with its construction and the second possibly with the change of use of the building after 1913.","painted decoration is preserved on the interior, facade, and portico of the building, which was done in two separate time periods. the first was likely when it was first constructed, while the second likely happened after 1913 when the building's use changed.",['painted decoration is preserved in the interior and on the facade. this preservation possibly occurred during its construction and its change of use after 1913.'],0.44246280312429703,GPT-3-zero-shot
21,"in the interior, on the facade and the portico, painted decoration is preserved, which was carried out in two time periods, the first with its construction and the second possibly with the change of use of the building after 1913.",painted decoration is preserved in the interior and on the facade. this preservation possibly occurred during its construction and its change of use after 1913.,['painted decoration is preserved in the interior and on the facade. this preservation possibly occurred during its construction and its change of use after 1913.'],0.9435107766629506,Human 1 Writing
21,"in the interior, on the facade and the portico, painted decoration is preserved, which was carried out in two time periods, the first with its construction and the second possibly with the change of use of the building after 1913.","painted decorations are kept on the face of the building, on the porch, and on the inside. these paintings were made in two different time periods. the first time period was when the building was built. the second time period was after 1913, when the building’s use was changed.",['painted decoration is preserved in the interior and on the facade. this preservation possibly occurred during its construction and its change of use after 1913.'],0.2976000541573537,Human 2 Writing
21,"in the interior, on the facade and the portico, painted decoration is preserved, which was carried out in two time periods, the first with its construction and the second possibly with the change of use of the building after 1913.","in the interior, on the facade and the portico, painted decoration is preserved, which was carried out in two time periods, probably after 1913, when the building was changed from its original use.",['painted decoration is preserved in the interior and on the facade. this preservation possibly occurred during its construction and its change of use after 1913.'],0.3673341870684577,Muss
21,"in the interior, on the facade and the portico, painted decoration is preserved, which was carried out in two time periods, the first with its construction and the second possibly with the change of use of the building after 1913.","in the interior, on the facade and the portico, there is painted decoration. the decoration was carried out in two time periods, the first with its construction and the second possibly with the change of use of the building after 1913.",['painted decoration is preserved in the interior and on the facade. this preservation possibly occurred during its construction and its change of use after 1913.'],0.3617107806234951,T5-3B
22,"in the opening game of their group, they defeated a much fancied argentina side 2-1, ending an argentine unbeaten streak of 36 games dating back to 2019.","in their initial match in the group, they beat argentina 2-1. argentina had gone 36 games without a loss since 2019.","['they defeated argentina 2-1, ending argentina’s winning streak of 36 games.']",0.33529553491723146,GPT-3-few-shot
22,"in the opening game of their group, they defeated a much fancied argentina side 2-1, ending an argentine unbeaten streak of 36 games dating back to 2019.","in their first match of the tournament, they beat a highly favored argentine team 2-1, ending their unbeaten streak that had lasted 36 games since 2019.","['they defeated argentina 2-1, ending argentina’s winning streak of 36 games.']",0.43099128348556265,GPT-3-zero-shot
22,"in the opening game of their group, they defeated a much fancied argentina side 2-1, ending an argentine unbeaten streak of 36 games dating back to 2019.","they defeated argentina 2-1, ending argentina’s winning streak of 36 games.","['they defeated argentina 2-1, ending argentina’s winning streak of 36 games.']",0.9724780701754386,Human 1 Writing
22,"in the opening game of their group, they defeated a much fancied argentina side 2-1, ending an argentine unbeaten streak of 36 games dating back to 2019.","during the first game of their group, they won 2-1 against argentina, who was favored to win. they broke argentina’s 36-game win streak, which started in 2019.","['they defeated argentina 2-1, ending argentina’s winning streak of 36 games.']",0.3481845835004111,Human 2 Writing
22,"in the opening game of their group, they defeated a much fancied argentina side 2-1, ending an argentine unbeaten streak of 36 games dating back to 2019.","in the opening game of their group, they defeated argentina side 2-1. the win ended argentina's 36 game unbeaten streak, the longest in the world.","['they defeated argentina 2-1, ending argentina’s winning streak of 36 games.']",0.32518735268840065,Muss
22,"in the opening game of their group, they defeated a much fancied argentina side 2-1, ending an argentine unbeaten streak of 36 games dating back to 2019.",in the opening game of their group they defeated a much fancied argentina side 2-1. this ended an argentine unbeaten streak of 36 games dating back to 2019.,"['they defeated argentina 2-1, ending argentina’s winning streak of 36 games.']",0.3078331931625141,T5-3B
23,"major american and british oil producers reported record profits in 2022, rewarding their shareholders with dividends and stock buybacks rather than following their past practice of plowing profits back into more production.","in 2022, major oil producers in the us and uk earned record profits, giving money to their shareholders in the form of dividends and stock buybacks instead of reinvesting their profits in further production.","['american and british oil producers reported record profits in 2022. however, they rewarded their shareholders with the extra money instead of investing the money back into the business.']",0.34200916890865246,GPT-3-few-shot
23,"major american and british oil producers reported record profits in 2022, rewarding their shareholders with dividends and stock buybacks rather than following their past practice of plowing profits back into more production.","oil companies in the united states and uk announced exceptionally high profits in 2022. as a result, they distributed dividends to their shareholders and repurchased stocks instead of reinvesting the money into additional production like they had done in the past.","['american and british oil producers reported record profits in 2022. however, they rewarded their shareholders with the extra money instead of investing the money back into the business.']",0.35357314821729996,GPT-3-zero-shot
23,"major american and british oil producers reported record profits in 2022, rewarding their shareholders with dividends and stock buybacks rather than following their past practice of plowing profits back into more production.","american and british oil producers reported record profits in 2022. however, they rewarded their shareholders with the extra money instead of investing the money back into the business.","['american and british oil producers reported record profits in 2022. however, they rewarded their shareholders with the extra money instead of investing the money back into the business.']",0.9852941176470589,Human 1 Writing
23,"major american and british oil producers reported record profits in 2022, rewarding their shareholders with dividends and stock buybacks rather than following their past practice of plowing profits back into more production.",major american and british oil producers reported record profits in 2022. they rewarded shareholders with dividends and stock buybacks. this is different from their past actions of using profits to increase production. ,"['american and british oil producers reported record profits in 2022. however, they rewarded their shareholders with the extra money instead of investing the money back into the business.']",0.5699876856930397,Human 2 Writing
23,"major american and british oil producers reported record profits in 2022, rewarding their shareholders with dividends and stock buybacks rather than following their past practice of plowing profits back into more production.","major american and british oil producers reported record profits in 2022, rather than following their past practice of plowing profits back into more production, they rewarded their shareholders with dividends and stock buybacks.","['american and british oil producers reported record profits in 2022. however, they rewarded their shareholders with the extra money instead of investing the money back into the business.']",0.5922389545647414,Muss
23,"major american and british oil producers reported record profits in 2022, rewarding their shareholders with dividends and stock buybacks rather than following their past practice of plowing profits back into more production.",major american and british oil companies reported record profits in 2022. they rewarded their shareholders with dividends and stock buybacks.,"['american and british oil producers reported record profits in 2022. however, they rewarded their shareholders with the extra money instead of investing the money back into the business.']",0.5366954638177974,T5-3B
24,"musk also announced the creation of a ""content moderation council"" with diversified viewpoints to determine how the platform would handle free speech, and declared a moratorium on ""major content decisions or account reinstatements"" until then.","musk announced the formation of a ""content moderation council"" with different opinions to decide how the platform should deal with free speech. he also imposed a ""major content decision or account reinstatement"" moratorium until the council is formed.","['musk announced the creation of a “content moderation council” with diverse viewpoints in order to determine how the platform would deal with free speech. he announced a delay of “major content decisions or account reinstatements"" until then.']",0.3506807845313184,GPT-3-few-shot
24,"musk also announced the creation of a ""content moderation council"" with diversified viewpoints to determine how the platform would handle free speech, and declared a moratorium on ""major content decisions or account reinstatements"" until then.","musk announced the formation of a ""content moderation council"" composed of individuals with different perspectives. this council will decide how free speech should be handled on the platform. until then, no major changes to content or revivals of accounts will be made.","['musk announced the creation of a “content moderation council” with diverse viewpoints in order to determine how the platform would deal with free speech. he announced a delay of “major content decisions or account reinstatements"" until then.']",0.29272008665182264,GPT-3-zero-shot
24,"musk also announced the creation of a ""content moderation council"" with diversified viewpoints to determine how the platform would handle free speech, and declared a moratorium on ""major content decisions or account reinstatements"" until then.","musk announced the creation of a “content moderation council” with diverse viewpoints in order to determine how the platform would deal with free speech. he announced a delay of “major content decisions or account reinstatements"" until then.","['musk announced the creation of a “content moderation council” with diverse viewpoints in order to determine how the platform would deal with free speech. he announced a delay of “major content decisions or account reinstatements"" until then.']",0.9734523809523811,Human 1 Writing
